reference,whisper_small_prediction,whisper_small_process_time
tapi [UNK] tapi ada orang panggil [UNK] epok-epok,tapi bel-tapi ada orang panggil di-epok-epok,2.2718234062194824
um hm aku suka dia ada dua inti macam biasa orang guna sardin,um hm aku suka dia ada dua inti macam biasa orang guna sardin,2.6309690475463867
dengan kentang tapi biasanya aku suka,dengan kentang tapi biasanya aku suka,2.006096601486206
sardin kalau ada kentang tu aku gigit tepi tepi dia aku buang,sardin kalau ada kentang tu aku gigit tepi tepi dia aku buang,2.7868454456329346
inti dia aku makan yang kosong je kalau selain daripada sardin lah,inti dia aku makan yang kosong je kalau selain daripada sardin lah,2.481001853942871
sebab aku memang suka sardin,sebab aku memang suka sardin,1.2093348503112793
hm dengan kuih seri muka sebab seri muka,hm dengan kuih seri muka sebab seri muka,1.9713270664215088
rupa dia sama je dengan kuih talam tapi dia punya texture tu,rupa dia sama je dengan kuih talam tapi dia punya texture tu,2.134005546569824
beza sikit lah tapi,beza sikit lah tapi,1.3109331130981445
ha beza sebab dia warna hijau [UNK] kat atas putih kat bawah,ha beza sebab dia warna hijau ha kat atas putih kat bawah,3.230705499649048
kalau aku kalau selain daripada makanan Melayu aku suka makanan India macam,kalau aku kalau selain daripada makanan Melayu aku suka makanan India macam,2.613900661468506
maruku kalau orang sebut pasal maruku ni mesti orang tau kan maruku tu macam mana bentuk dia,maruku kalau orang sebut pasal maruku ni mesti orang tau kan maruku tu macam mana bentuk dia,3.141281843185425
so selain daripada nama maruku tu orang panggil dengan nama chakli atau cakli,so selain daripada nama maruku tu orang panggil dengan nama chakli atau cakli,3.222142219543457
ha itulah India,ha itulah India,1.111396312713623
dia,dia,0.7092275619506836
bahan dia guna buat maruku ni dia guna,bahan dia guna buat maruku ni dia guna,2.3527262210845947
urat dhal tepung kacang tosei [UNK] dan tepung beras,urat dhal tepung kacang tosei at- dan tepung beras,2.487952470779419
dia bentuk bulatan,dia bentuk bulatan,0.9891712665557861
berbentuk halus lah,berbentuk halus lah,1.0818278789520264
dia ada acuan khas dia lah untuk buat,dia ada acuan khas dia lah untuk buat,1.527872085571289
macam tekan tepung yang dah diuli lepas tu cara pemutaran dia tu,macam tekan tepung yang dah diuli lepas tu cara pemutaran dia tu,2.665881395339966
so aku suka lah makanan,so aku suka lah makanan,0.9907479286193848
maruku makanan India yang aku suka maruku tosei macam tu lah,maruku makanan India yang aku suka maruku tosei macam tu lah,2.6736111640930176
dia pun banyak nama juga eh,dia pun banyak nama juga eh,1.5029993057250977
macam ada kuah dia kan,macam ada kuah dia kan,1.11970853805542
tosei,tosei,0.6283504962921143
memang sedap lah,memang sedap lah,0.8408002853393555
kau pernah makan putu mayam tak,kau pernah makan putu mayam tak,1.2961933612823486
ah kalau aku aku suka lah sebab,ah kalau aku aku suka lah sebab,1.199343204498291
aku tak payah nak keluar rumah cari sebab,aku tak payah nak keluar rumah cari sebab,1.502986192703247
setiap minggu,setiap minggu,0.9370396137237549
ah ada orang India ni dia pusing ah kat situ kat area kawasan rumah aku nanti dia [UNK] dia ada,ah ada orang India ni dia pusing ah kat situ kat area kawasan rumah aku nanti dia per- dia ada,3.6962852478027344
cakap lah tosei eh putu mayam putu mayam dia jerit jerit so aku pergi lah beli,cakap lah tosei eh putu mayam putu mayam dia jerit jerit so aku pergi lah beli,3.80409574508667
ni makanan tradisional India yang,ni makanan tradisional India yang,1.2212753295898438
dapat sambutan yang,dapat sambutan yang,0.8594391345977783
ramailah sebab orang suka kalau kalau aku beli tu ramai je orang kat situ nak beli putu mayam,ramailah sebab orang suka kalau kalau aku beli tu ramai je orang kat situ nak beli putu mayam,3.3105227947235107
dia macam,dia macam,0.6668803691864014
sedap lah,sedap lah,0.6474933624267578
dia macam,dia macam,0.6418089866638184
dia macam,dia macam,0.6429867744445801
aku tak tau lah dia macam bulat lepas tu maybe dia letak,aku tak tau lah dia macam bulat lepas tu maybe dia letak,2.7651824951171875
gula melaka tau dalam tu lepas tu ada,gula melaka tau dalam tu lepas tu ada,1.8970108032226562
kelapa kelapa,kelapa kelapa,0.7762618064880371
ah so macam manis manis lemak lemak ah sedap ah,ah so macam manis manis lemak lemak ah sedap ah,1.9905586242675781
kalau kau pun boleh try lah,kalau kau pun boleh try lah,1.0865123271942139
banyak je makanan yang aku pernah makan banyak je aku nak boleh bagi tau kau,banyak je makanan yang aku pernah makan banyak je aku nak boleh bagi tau kau,2.3670432567596436
so kau selain daripada makanan India kau pernah makan,so kau selain daripada makanan India kau pernah makan,1.798388957977295
makanan yang dari luar negara macam China ke kau pernah tak macam selain daripada tu,makanan yang dari luar negara macam China ke kau pernah tak macam selain daripada tu,3.2931196689605713
makan,makan,0.7975680828094482
um,um,0.605297327041626
makan di luar negara macam,makan di luar negara macam,1.3158624172210693
okey mak-makcik aku pernah pergi Mekah,okey mak-makcik aku pernah pergi Mekah,1.7538535594940186
lepas tu dia macam dia pernah bawa balik satu coklat ni,lepas tu dia macam dia pernah bawa balik satu coklat ni,2.1029090881347656
memang sedap memang sedap lah rasa dia unik sikit lah sebab dia macam,memang sedap memang sedap lah rasa dia unik sikit lah sebab dia macam,2.503804922103882
ada kismis kismis yang tu,ada kismis kismis yang tu,1.3276519775390625
memang sedap lah dia yang bawa balik banyak banyak gila time tu dia bagi bagi kan lah family family family,memang sedap lah dia yang bawa balik banyak banyak gila time tu dia bagi bagi kan lah family family family,4.1647703647613525
so memang sedap lah,so memang sedap lah,1.1775586605072021
[UNK] ha tu je lah daripada,ha tu je lah daripada,1.1123313903808594
makanan yang aku pernah makan dari luar negara tu je lah,makanan yang aku pernah makan dari luar negara tu je lah,1.886141061782837
yang betul betul daripada [UNK] yang dia bawa balik lepas tu kita orang terus rasa,yang betul betul daripada yang dia bawa balik lepas tu kita orang terus rasa,2.6820945739746094
memang sedap,memang sedap,0.7383341789245605
makanan,makanan,0.5263757705688477
Cina,Cina,0.515552282333374
makanan Cina,makanan Cina,0.7461118698120117
aku,aku,0.4234185218811035
aku tak tahu apa [UNK] apa nama dia,aku tak tahu apa mana apa nama dia,1.352665901184082
yang macam time hari raya,yang macam time hari raya,1.280346155166626
dia macam letak macam dia macam mee lepas tu kita gaul ramai ramai tu,dia macam letak macam dia macam mee lepas tu kita gaul ramai ramai tu,3.4161250591278076
ha aku pun,ha aku pun,0.6590805053710938
ha dia macam ramai ramai lepas tu kau ambil chopstick kau gaul gaul macam tu ah tu pun aku pernah makan sekali lah,ha dia macam ramai ramai lepas tu kau ambil chopstick kau gaul gaul macam tu ah tu pun aku pernah makan sekali lah,3.7450621128082275
time tu macam,time tu macam,0.6575195789337158
um kawan,um kawan,0.6354503631591797
kawan bapa aku ada buat makan makan so kita orang join sekali buat benda tu,kawan bapa aku ada buat makan makan so kita orang join sekali buat benda tu,2.340367555618286
boleh lah ah sedap,boleh lah ah sedap,0.9758267402648926
um dia macam rasa belacan dia banyak sayur dekat situ,um dia macam rasa belacan dia banyak sayur dekat situ,2.4985058307647705
so tu je,so tu je,0.9283297061920166
cerita pasal makanan makanan yang aku pernah makan makanan,cerita pasal makanan makanan yang aku pernah makan makanan,2.1729063987731934
kesukaan aku,kesukaan aku,0.7962667942047119
[UNK] lagi bye,kejap lagi bye,0.8574123382568359
Fendi,hadi,0.5342221260070801
oh,oh,0.41992855072021484
tak ada la aku dah aku dah ni dah dah buat jadual dah lah lepas S P M aku nak buat apa,tak ada la aku dah aku dah ni dah dah buat jadual dah lah lepas S P M aku nak buat apa,3.157022714614868
aku nak,aku nak,0.5671560764312744
aku nak kerja dulu sebelum dapat result,aku nak kerja dulu sebelum dapat result,1.3280694484710693
ha ah,ha ah,0.5381739139556885
lagi pun boleh la buat [UNK] buat duit duit tangan ke kalau nak beli apa apa boleh tak payah la guna duit mak bapak en sebab dah besar pun kan,lagi pun boleh la buat buat duit duit tangan ke kalau nak beli apa apa boleh tak payah la guna duit mak bapak en sebab dah besar pun kan,6.112277030944824
ah belajar berdikari ah,ah belajar berdikari ah,1.3664720058441162
aku nak kerja contoh kalau dah lepas S P M tu aku macam nak kerja ni la kedai makan,aku nak kerja contoh kalau dah lepas S P M tu aku macam nak kerja ni la kedai makan,3.105074644088745
ataupun,ataupun,0.5680391788482666
jadi,jadi,0.4270350933074951
part-time,part-time,0.6391847133636475
part-time kerja,part-time kerja,0.8440122604370117
tukang jahit ke memasak ke,tukang jahit ke memasak ke,1.4968032836914062
ha ah,ha ah,0.7150993347167969
ah kalau [UNK] kalau selepas,ah kalau setelah seluruh kalau selepas,2.132810592651367
sambung belajar tu,sambung belajar tu,1.3873095512390137
tu kerja lain,tu kerja lain,0.7730686664581299
ni macam kau nak kerja ni je,ni macam kau nak kerja ni je,1.219111442565918
untuk cari duit tangan ke duit,untuk cari duit tangan ke duit,1.4947466850280762
bayar hutang ke kalau ada hutang en,bayar hutang ke kalau ada hutang en,1.414515495300293
aku dengar kau hari tu macam kau berhutang dengan aku en kau tak nak bayar ke bila kau nak kerja,aku dengar kau hari tu macam kau berhutang dengan aku en kau tak nak bayar ke bila kau nak kerja,3.384549140930176
kerja apa,kerja apa,0.6773450374603271
kerja basuh ayam eh,kerja basuh ayam eh,1.3321797847747803
kerja basuh ayam ke,kerja basuh ayam ke,1.4702682495117188
kerja basuh ayam,kerja basuh ayam,1.4318759441375732
oh bukan eh,oh bukan eh,0.6456294059753418
tak berfaedah ke kerja basuh ayam tu,tak berfaedah ke kerja basuh ayam tu,1.7630834579467773
tak kerja jual lain kita jual ayam,tak kerja jual lain kita jual ayam,1.4846055507659912
tak pasti,tak pasti,0.5150594711303711
aku nak aku rasa dia part,aku nak aku rasa dia part,1.0227084159851074
tapi,tapi,0.5354435443878174
tapi tapi apa,tapi tapi apa,0.7322249412536621
tapi tapi biasanya aku [UNK] nak kerja kedai makan ah,tapi tapi biasanya aku nak kerja kedai makan ah,1.747530460357666
mungkin,mungkin,0.5283992290496826
ah untuk ni ke tambah apa,ah untuk ni ke tambah apa,1.1596450805664062
tambah bukan pendapatan tambah pengalaman,tambah bukan pendapatan tambah pengalaman,2.2000813484191895
pengalaman,pengalaman,1.1129379272460938
ataupun kerja jadi ni ke,ataupun kerja jadi ni ke,1.2336633205413818
ah kerja dekat jadi cashier ke,ah kerja dekat jadi cashier ke,1.3285472393035889
kejap,kerja,0.5305688381195068
ataupun kerja kedai handphone ke baiki boleh boleh bagi phone nanti,ataupun kerja kedai handphone ke baiki boleh boleh bagi phone nanti,2.3155927658081055
ha ah tak payah beli baru macam jimat la kos en nak keluar duit lagi,ha ah tak payah beli baru macam jimat la kos en nak keluar duit lagi,2.433067798614502
haah,ha ah,0.555046796798706
so duit yang lain tu boleh la buat macam,so duit yang lain tu boleh la buat macam,1.4273009300231934
beli lain yang macam daripada betulkan phone betulkan phone dah la kos dia mahal,beli lain yang macam daripada betulkan phone betulkan phone dah la kos dia mahal,3.7250049114227295
lagi lagi kalau L C D rosak ke,lagi lagi kalau L C D rosak ke,1.7664618492126465
ah kau [UNK] ah kau punya kerja,ah kau tanya ah kau punya kerja,1.3314709663391113
kau nak cari kedai eh tadi kau cerita kau nak kerja apa tadi,kau nak cari kedai eh tadi kau cerita kau nak kerja apa tadi,2.4475908279418945
kerja dengan bapa kau ah bapa kau kan ada syarikat en,kerja dengan bapa kau ah bapa kau kan ada syarikat en,2.0996556282043457
syarikat apa kapal,syarikat apa kapal,1.0523314476013184
jadi je la ni,jadi je la ni,0.7739171981811523
pak guard ke kau tak nak ke fikir jadi pak guard ke,pak guard ke kau tak nak ke fikir jadi pak guard ke,1.8405075073242188
ke tak fikir ke ah lagi satu aku pun terfikir juga macam ni aku nak jual kek batik kek batik aku kan sedap,ke tak fikir ke ah lagi satu aku pun terfikir juga macam ni aku nak jual kek batik kek batik aku kan sedap,5.003747463226318
harga masa [UNK],harga masa bila kau,1.0112812519073486
ha ah aku terfikir juga kat situ,ha ah aku terfikir juga kat situ,1.3048927783966064
boleh la buat duit,boleh la buat duit,0.9662644863128662
duit duit tolong mak aku ke,duit duit tolong mak aku ke,1.2971899509429932
tolong mak aku ke,tolong mak aku ke,0.9602651596069336
family aku kalau ada macam dia orang tak cukup duit ke susah ke,family aku kalau ada macam dia orang tak cukup duit ke susah ke,2.0866692066192627
lagi satu nanti ni lah ah,lagi satu nanti ni lah ah,1.3996782302856445
kalau ada ni aku boleh la belanja kau orang,kalau ada ni aku boleh la belanja kau orang,2.1440141201019287
kalau aku dah kerja nanti aku boleh la belanja member member aku,kalau aku dah kerja nanti aku boleh la belanja member member aku,2.4401094913482666
makan ke,makan ke,0.6642372608184814
jalan,jalan je,0.6625471115112305
jalan-jalan,jalan-jalan,0.844480037689209
ah,ah,0.41628241539001465
[UNK] ah ah,- ah ah,0.65244460105896
aku nak sambung belajar dekat ni je S T P M form six,aku nak sambung belajar dekat ni je S T P M form six,2.2652604579925537
boleh juga sebab bolehlah ni apa,boleh juga sebab bolehlah ni apa,1.3421833515167236
sekali la macam sebab dia belah,sekali la macam sebab dia belah,1.2983951568603516
dia kan ada hari [UNK] ada time cuti dia kan cuti minggu ke,dia kan ada hari cuti ada time cuti dia kan cuti minggu ke,3.327068328857422
time tu bolehlah aku kerja,time tu bolehlah aku kerja,1.3460824489593506
ha ah,ha ah,0.5448935031890869
lagi satu bolehlah simpankan duit duit untuk masa depan ke,lagi satu bolehlah simpankan duit duit untuk masa depan ke,2.282843589782715
nak kahwin,nak kahwin,0.6806612014770508
ha ah,ha ah,0.5339815616607666
betul,betul,0.5292835235595703
kan tadi aku nak cerita kat engkau yang aku nak oh aku nak kerja apa kalau,kan tadi aku nak cerita kat engkau yang aku nak oh aku nak kerja apa kalau,2.5721802711486816
oh lepas result aku [UNK] aku rasa macam nak sambung,oh lepas result aku A U aku rasa macam nak sambung,1.7728097438812256
aku nak kerja,aku nak kerja,0.8739326000213623
em aku nak kerja dekat ni ah,em aku nak kerja dekat ni ah,1.759052038192749
aku nak masuk multimedia,aku nak masuk multimedia,1.1876139640808105
lepas aku ambil,lepas aku ambil,0.9282574653625488
ha ah,ha ah,0.554969072341919
bahagian photographer,bahagian photographer,0.7474756240844727
mana tau boleh dapat duit lagi banyak ke dari jual kek batik,mana tau boleh dapat duit lagi banyak ke dari jual kek batik,2.1138153076171875
cuma kos kat situ [UNK],cuma kos kat situ ke,0.9969327449798584
di [UNK] ah,di se-di se ah,0.9562535285949707
sebab,sebab,0.517035722732544
ha ah ya lah,ha ah ya lah,0.7401812076568604
ah itu pun untuk duit bayar ni juga P T P T N ke kan,ah itu pun untuk duit bayar ni juga P T P T N ke kan,2.230649948120117
so tak ada lah macam nak,so tak ada lah macam nak,1.2031307220458984
ha ah,ha ah,0.6909656524658203
alang-alanglah [UNK] kalau ada time kosong tu,alang-alanglah o- kalau ada time kosong tu,2.617649555206299
bolehlah ni apa ah,bolehlah ni apa ah,1.019850730895996
penuhkan masa ke,penuhkan masa ke,0.8487858772277832
dari [UNK],dari,0.5339746475219727
buang masa,buang masa,0.6182785034179688
kau lepas ah dapat result U tu kau nak dapat ijazah ke,kau lepas ah dapat result U tu kau nak dapat ijazah ke,2.092747926712036
kau nak kerja apa pula,kau nak kerja apa pula,1.200932502746582
spend masa,spend masa,0.6318635940551758
oh,oh,0.42287659645080566
aku paling [UNK],aku paling kat agak,0.8803987503051758
habis nanti kau nak bayar macam mana,habis nanti kau nak bayar macam mana,1.426077127456665
takkan duit,takkan duit,1.0185105800628662
ha ah,ha ah,0.680452823638916
bayar hutan P T P T N,bayar hutan P T P T N,1.8978898525238037
lima ribu ke atas eh,lima ribu ke atas eh,1.200138807296753
oh,ah,0.4477808475494385
wow hebat,wow hebat,0.6453754901885986
eh em ah,eh em ah,0.6460552215576172
eh hari tu ni kan Izi jual burger kan,eh hari tu ni kan Izi jual burger kan,1.5745224952697754
dekat depan rumah dia,dekat depan rumah dia,1.0793046951293945
kau dah rasa belum kedai kau dah rasa belum kedai ah burger dia,kau dah rasa belum kedai kau dah rasa belum kedai ah burger dia,2.115346908569336
tak ingat,tak ingat,0.6497256755828857
ha ah,ha ah,0.5316348075866699
