reference,whisper_small_prediction,whisper_large_v3_prediction,whisper_small_process_time,whisper_large_v3_process_time
okey okey lagi makanan apa yang paling best,okey okey lagi makanan apa yang paling best,okey lagi makanan apa yang paling best,1.5487525463104248,3.0687038898468018
dekat luar negara pun boleh juga,dekat luar negara pun boleh juga,dekat luar negara pun boleh juga,2.1074185371398926,3.0239670276641846
um,hm,hmm,0.4530360698699951,0.9441492557525635
ramen biasanya ramen apa yang kau suka,ramen biasanya ramen apa yang kau suka,ramin biasanya ramen apa yang kau suka,1.3402700424194336,2.6725363731384277
kalau aku suka yang cheese punya dia lagi sedap dan tak berapa nak pedas sangat,kalau aku suka yang cheese punya dia lagi sedap dan tak berapa nak pedas sangat,kalau aku suka yang cheese punya dia lagi sedap dan tak berapa nak pedas sangat,2.816391706466675,5.834011077880859
hm,hm,um,0.459277868270874,0.9776036739349365
faham-faham okey,faham-faham okey,faham faham okey,1.3243236541748047,2.4681780338287354
um,um,ah,0.42871522903442383,0.9434812068939209
bagi aku kalau makanan yang daripada negara luar ini yang,bagi aku kalau makanan yang daripada negara luar ni yang,bagi aku kalau makanan yang daripada negara luar ni yang,2.649153470993042,4.988070964813232
best,best,bes,0.4954657554626465,0.9538919925689697
um,um,um,0.43801212310791016,0.9176950454711914
sushi,sushi,sushi,0.5461177825927734,1.1383237838745117
ya,ya,you,0.42055654525756836,0.9254310131072998
sebab sushi dia ada pelbagai jenis kan dia boleh letak,sebab sushi dia ada pelbagai jenis kan dia boleh letak,sebab Syu Shi dia ada pelbagai jenis kan dia boleh letak,2.2050509452819824,5.402153491973877
ketam,setam,ketam,0.558502197265625,1.1475377082824707
ah udang,ah udang,ah udang,0.6858010292053223,1.351928949356079
ah macam macam lagi sayur sayur pun ada dalam itu,ah macam macam lagi sayur sayur pun ada dalam tu,ah macam-macam lagi saya saya pun ada dalam tu,1.6793346405029297,3.7252016067504883
makanan lain,makanan lain,makanan lain,0.9130713939666748,1.9193322658538818
engkau la suggestkan makanan apa yang sedap,engkau la suggestkan makanan apa yang sedap,kaulah suggestkan makanan apa yang sedap,1.6869394779205322,3.091919422149658
um,um,oh,0.4718503952026367,0.9492011070251465
dia ada dalam bentuk segi tiga je ke,dia ada dalam bentuk segi tiga je ke,dia ada dalam bentuk segi tiga je ke,1.664670467376709,3.756634473800659
um okey okey faham ah lagi apa lagi makanan yang sedap,oh okey okey faham ah lagi apa lagi makanan yang sedap,okey okey faham ah lagi apa lagi makanan yang sedap,2.949873208999634,4.255325794219971
ah,ah,um,0.46135568618774414,0.9366564750671387
nasi goreng pataya,nasi goreng pataya,asik gulung patah ayah,1.0959975719451904,2.845641851425171
yang ada telur tu kan atas dia,yang ada telur tu kan atas dia,yang ada telur tu kan atas dia,1.8281071186065674,3.1915409564971924
um,um,um,0.44937610626220703,0.9214134216308594
and then yang atas dia nanti dia akan letak sos tu,and then yang atas dia nanti dia akan letak sos tu,dan ni yang atas tu nanti dia akan letak sos tu,1.8765735626220703,3.7736129760742188
okey okey,okey okey,okey,0.7852835655212402,1.3086581230163574
uh,um,um,0.5372390747070312,1.1974499225616455
lagi makanan apa lagi yang,lagi makanan apa lagi yang,lagi makan apa lagi yang,1.5838406085968018,2.0799479484558105
paling famous la bagi engkau yang kau rasa kau nak makan,paling famous la bagi engkau yang kau rasa kau nak makan,paling famous lah bagi kau yang kau rasa kau nak makan,2.0277903079986572,3.6160244941711426
mi rebus,mi rebus,ah ramus,0.6622767448425293,1.3836596012115479
eh mi rebus yang dia ada,hm mi rebus yang dia ada,hmm mirror boss yang dia ada,1.303095817565918,2.8063082695007324
dalam dia kuah ka- ada kacang itu yang dia blender dengan kacang,dalam dia kuah kat ada kacang yang dia blender dengan kacang,dalam dia kuah ka ada katang oh dia blender katang,2.5265982151031494,3.78493070602417
oh,oh,oh,0.45499467849731445,0.9379110336303711
tapi kalau makan mi rebus dengan udang pun sedap juga,tapi kalau makan mi rebus dengan udang pun sedap juga,tapi kalau makan Mirabas dengan udang pun sedap juga,1.8950324058532715,4.974936246871948
um okey okey,um okey okey,oh okey okey,0.9087731838226318,1.7902698516845703
okey okey faham [UNK] tapi sekarang ini aku rasa macam,okey okey faham ah tapi sekarang sekarang ni aku rasa macam,okey faham ah tapi kalau sekarang ni aku rasa macam,2.043485403060913,3.5606284141540527
nasi ayam lagi sedap,nasi ayam lagi sedap,nasi ayam lagi sedap,1.133596420288086,2.9364542961120605
nasi ayam sebab ayam dia tu dia perap,nasi ayam sebab ayam dia tu dia perap,dah sayang sebab ayam dia tu dia perap,2.2930026054382324,3.5715739727020264
untuk semalaman dengan dia punya bahan bahan tu,untuk seluruh malaman dengan dia punya bahan bahan tu,untuk suara malaman dengan dia punya bahan-bahan tu,2.0349037647247314,4.130863189697266
lepas tu baru dia goreng untuk rasa ayam tu lagi sedap,lepas tu baru dia goreng untuk rasa ayam tu lagi sedap,lepas tu baru goreng untuk rasa ayam tu lagi sedap,3.019026756286621,4.208131790161133
bye,bye,bye,0.4483036994934082,0.9586999416351318
hello,hello,hello,0.5279839038848877,1.1363308429718018
ah aku kurang si-sihat sikit,ah aku kurang si-sihat sikit,ah aku kurang sihat sikit,1.4530565738677979,2.61818528175354
ha biasalah,ha biasalah,ha biasalah,0.8907966613769531,1.9298994541168213
ah apa ni,ah apa ni,ah apa ni,0.7526028156280518,1.3625714778900146
kebelakangan ni aku macam,kebelakangan ni aku macam,kebelakangan ni aku macam,1.1250152587890625,2.230295181274414
stress sikit pasal belajar lepas tu kurang selera makan,stress sikit pasal belajar lepas tu kurang selera makan,stres sikit pasal belajar pasal kurang selera makan,2.28220796585083,4.862290859222412
ah so tu la aku kurang,ah so tu lah aku kurang,ha so tu lah aku kurang,1.6527738571166992,2.301945447921753
semua kurang,semua kurang,semua kurang,0.7935528755187988,1.5743346214294434
hm,hm,hmm,0.4297304153442383,0.9181797504425049
aku stress sebab belajar dua puluh empat jam belajar mak ayah aku hantar tution apa semua so aku macam,aku stress sebab belajar dua puluh empat jam belajar mak ayah aku hantar tushen apa semua so aku macam,aku stress sebab belajar dua empat jam belajar mak ayah aku antartusian apa semua so aku macam,3.884883403778076,7.807233572006226
dua puluh empat jam belajar [UNK] otak pun nak rehat juga kan so penat so aku jadi stress ha macam tu,dua puluh empat jam belajar me- otak pun nak rehat juga kan so penat so aku jadi stress ha macam tu,dia buat jam-lam jam eh otak pun nak rehat juga kan so penat so aku jadi stres lah macam tu,3.831949234008789,7.803467035293579
stress ni aku,stress ni aku,stres ni aku,0.7907402515411377,1.6321704387664795
kalau macam,kalau macam,kalau macam,0.6459784507751465,1.3515913486480713
stress,stress,stres,0.5428321361541748,1.1381211280822754
biasanya orang,biasanya orang,biasanya orang,0.7569103240966797,1.7652177810668945
kalau tanda-tanda orang tu stress la dia macam kurang selera makan,kalau tanda-tanda orang tu stress la dia macam kurang selera makan,kalau tanda-tanda orang tu stres lah dia macam kurang selera makan,3.3487954139709473,4.949662923812866
ah,ah,ah,0.45118021965026855,0.966353178024292
tak boleh nak tidur pada waktu malam,tak boleh nak tidur pada waktu malam,tak boleh nak tidur pada waktu malam,1.3439693450927734,2.832538366317749
em cepat penat senang senang sakit kepala senang dapat penyakit,hm cepat penat senang senang sakit kepala senang dapat penyakit,ah cepat penat senang senang sakit kepala senang dapat penyakit,3.593757390975952,5.121999979019165
ah lepas tu rasa macam nak marah je kerja so lepas tu nanti ah fikir bukan bukan bukan,ah lepas tu rasa macam nak marah je kerja so lepas tu nanti ah fikir bukan bukan bukan bukan bukan,ah lepas tu rasa macam nak marah je kerja so lepas tu nanti ah fikir kat bukan-bukan,3.42893123626709,7.615124225616455
fikir,fikir,pikir,0.5749936103820801,1.3744075298309326
perkara yang negatif je,perkara yang negatif je,perkara yang negatif tu,1.1156182289123535,2.2330968379974365
ah macam tu la ah tu je la yang aku tahu,ah macam tu la aktara je la yang aku tahu,ah macam tu lah ah tu je lah yang aku tahu,1.6054704189300537,4.263077735900879
ah kau pula,ah kau pula,ah kau pula,0.8768751621246338,1.6228442192077637
tahu,tahu,tau,0.543445348739624,1.1432874202728271
tahu pasal apa,tahu pasal apa,tahu pasal apa,0.8939564228057861,1.8016557693481445
hm,hm,ah,0.4146082401275635,0.9210453033447266
oh kemurungan ha apa yang kau tahu,oh kemurungan ah apa yang kau tahu,oh kemurungan mah apa yang kau tahu,1.5974845886230469,4.265341520309448
hm,hm,hm,0.6089818477630615,0.9738516807556152
hm,hm,hm,0.42330241203308105,0.9185197353363037
oh,oh,oh,0.43826913833618164,0.9276442527770996
so,so,su,0.4216322898864746,0.923621654510498
em,hm,em,0.41738104820251465,0.9192202091217041
oh,oh,oh,0.4420480728149414,0.9311246871948242
Ina kau ada tak pengalaman macam,Ina kau ada tak pengalaman macam,Muna kau ada tak pengalaman macam,1.3394627571105957,3.418686866760254
jaga atuk ke nenek kau sakit ke ada tak,jaga atuk ke nenek kau sakit ke ada tak,jaga atuk ke nenek kau sakit ke ada tak,2.329878091812134,3.567906141281128
ah,ah,ah,0.4481074810028076,0.9200670719146729
so kalau nenek kau sakit ke apa,so kalau nenek kau sakit ke apa,so kalau nenek kau sakit ke apa,1.3480713367462158,2.6798646450042725
biasanya kau bagi dia makan makanan yang macam mana,biasanya kau bagi dia makan makanan yang macam mana,biasanya kau bagi dia makan makanan yang macam mana,2.3354921340942383,4.294666051864624
oh tapi yang tak boleh ada perasa macam tu la,oh toply yang tak boleh ada perasa macam tu lah,oh tak boleh yang tak boleh ada perasaan macam tu lah,1.7352235317230225,3.5420539379119873
lepas tu makanan tu seimbang ada sayur ada buah-buahan,lepas tu makanan tu seimbang ada sayur ada buah-buahan,lepas tu makanan tu seimbang ada sayur ada buah-buahan,2.4134016036987305,5.832312107086182
lepas tu kurang minyak kan,lepas tu kurang minyak kan,lepas tu kurang minyak kan,1.3627452850341797,2.6615090370178223
hm sama la macam aku aku pun hari tu ada juga jaga nenek aku,hm sama la macam aku aku pun hari tu ada juga jaga nenek aku,oh sama lah macam aku aku pun hari itu ada juga jaga nenek aku,2.1921472549438477,5.183655261993408
masa dia sakit,masa dia sakit,masih dia sakit,1.1550214290618896,1.8354065418243408
so aku bagi la makanan jenis-jenis macam tu,so aku bagi lah makanan jenis-jenis macam tu,so aku bagilah makan eh jenis-jenis macam tu,2.0120341777801514,3.810842990875244
em kau tahu tak penyakit yang selalu la ada dekat orang tua ni kat warga emas ni,um kau tahu tak penyakit yang selalu la ada dekat orang tua ni kat warga emas ni,um kau tahu tak penyakit yang selalulah ada dekat orang tua ni dekat warga emas ni,3.5355656147003174,7.232736110687256
kau tahu tak apa,kau kena tak apa,kau kata apa,1.0374915599822998,1.8015408515930176
penyakit ni macam penyakit penyakit ni berjangkit contohnya macam radang,penyakit ni macam penyakit penyakit ni berjangkit contohnya macam radang,penyakit ni macam penyakit penyakit ni berjangkit contohnya macam radang,3.3004887104034424,6.971173286437988
atau infeksi paru-paru ha sakit dekat bahagian paru-paru ataupun,ataupun infeksi paru-paru ah sakit dekat bahagian paru-paru ataupun,atau infeksi paru-paru ah sakit dekat bahagian paru-paru ataupun,3.220160484313965,7.298234224319458
ada sakit di bahagian pundi hempedu,ah dia sakit di bahagian pundi hempedu,ah dia sakit di bahagian pudi hempedu,1.828894853591919,3.3399856090545654
selain daripada tu penyakit kanser ataupun barah,selain daripada tu penyakit kanser ataupun barah,selain daripada tu penyakit kanser ataupun barah,2.144516944885254,5.250342130661011
kalau bagi perempuan kanser payudara ataupun kalau,kalau bagi perempuan kanser payudara ataupun kalau,kalau bagi perempuan kese pari udara ataupun kalau,2.3073482513427734,4.506123065948486
kalau untuk laki dengan perempuan paru-paru ataupun usus besar kanser usus besar dekat usus dia tu macam,kalau untuk laki dengan perempuan paru-paru ataupun usus besar kanser usus besar dekat usus dia tu macam,kalau untuk lelaki dengan perempuan paru-paru ataupun usus besar cancer usus besar dekat usus dia tu macam,4.264828205108643,8.789195537567139
ada,ada,ada,0.4532291889190674,0.9292263984680176
ada lubang ke ada macam ketumbuhan macam tu la,ada lubang ke ada macam ketumbuhan macam tu la,ada lubang ke ada macam ketumbuhan macam tu lah,1.6762094497680664,4.026025772094727
kalau macam,kalau macam,kalau macam,0.9915432929992676,1.4259283542633057
kalau macam [UNK] kalau orang tua ni macam dia kan macam,kalau macam punya kalau orang tua ni macam dia kan macam,kalau macam kalau orang tua ni macam dia kan macam,1.7026722431182861,3.1534340381622314
ha dia suka duduk ha ha apa ni duduk seorang seorang dia suka,ha dia suka duduk ha ha apa ni duduk seorang seorang dia suka,ah dia suka duduk ah ah apa ni duduk sorang-sorang dia suka,2.306633472442627,6.00229549407959
dia suka macam tempat yang sunyi,dia suka macam tempat yang sunyi,dia suka macam tempat yang sunyi,1.3791871070861816,2.6969852447509766
macam dia tak suka macam dia macam muram je tak suka senyum,macam dia tak suka macam dia macam muram je tak suka senyum,macam dia tak suka macam dia macam murah macam dia tak suka senyum,2.1731016635894775,4.747707366943359
lepas tu dia kurang zat makanan,lepas tu dia kurang zat makanan,lepas tu dia kurang azap makanan,1.8767445087432861,3.248389959335327
ha tu sebab,ha tu sebab,ah tu sebab,0.793257474899292,1.6002914905548096
dia akibat daripada [UNK],dia akibat daripada masa,dia akibat daripada mas,1.302563190460205,2.6906020641326904
ha ah masalah sosial,ha ah masalah sosial,mah ah masalah sosial,1.012279748916626,2.84958553314209
penyakit,penyakit,penyakit,1.1268305778503418,1.7435262203216553
so kalau kau nak tahu,so kalau kau nak tahu,so kalau kau nak tahu,0.8907830715179443,1.7942090034484863
sembilah puluh percent warga tua hidup sihat,semam puluh percent warga tua hidup sihat,senenam puluh persen warga tua hidup sihat,1.7072954177856445,3.808246374130249
dekat Malaysia ni hanya bukan kat Malaysia kat dunia,dekat Malaysia ni hanya bukan kat Malaysia kat dunia,dekat Malaysia ni hanya bukan dekat Malaysia dekat dunia,2.1044511795043945,4.503837585449219
hanya sembilan puluh ha sebanyak sembilan puluh percent warga tua hidup sihat,hanya sembilan puluh ah sebanyak sembilan puluh percent warga tua hidup sihat,hanya sembah ah sebanyak sembah puluh persen warga tua hidup sihat,2.7566864490509033,5.229551315307617
hanya sembilan puluh percent je perlu menjaga kesihatan tetapi,hanya sembilan puluh percent je perlu menjaga kesihatan tetapi,hanya 90% je perlu menjaga kesihatan tetapi,3.168555498123169,3.9819388389587402
sepuluh percent yang kurang kesihatan menggunakan,sepuluh percent yang kurang kesihatan menggunakan,puluh persen yang kurang kesihatan menggunakan,1.9590811729431152,3.7746574878692627
dua kali ganda sumber kewangan seperti,dua kali ganda sumber kewangan seperti,dua kali ganda sumber kewangan seperti,1.8142225742340088,4.015275239944458
resource yang diperuntukkan contoh macam enam percent warga tua negeri sembilan,resource yang diperuntukkan contoh macam enam percent warga tua negeri,resource yang diperuntukkan contoh macam 6% warga tua negeri,2.5407514572143555,4.908411026000977
sembilan,sembilan,sembilan,0.5782389640808105,1.2205874919891357
diki,Diki,dik,0.7192542552947998,1.502469778060913
yang umur melebihi enam puluh tetapi peratus,yang umur melebihi enam puluh tahun tapi peratus,yang umur melebihi enam puluh tahun tetapi peratus,2.2981209754943848,3.791940927505493
peratusan yang masuk ke Hospital Seremban adalah kira-kira sepuluh hingga dua puluh percent,peratusan yang masuk ke Hospital Seremban adalah kira-kira sepuluh hingga dua puluh percent,peratusan yang masuk ke hospital Seremban adalah kira-kira sepuluh hingga dua puluh persen,3.4600324630737305,8.2126624584198
iaitu dua kali ganda la daripada,iaitu dua kali ganda la daripada,ya tu dukai ganda lah daripada,1.5069022178649902,3.1348795890808105
jumpa tadi,jumpa tadi,dapat takti,0.7976915836334229,1.572455883026123
hm so macam,hm so macam,em so macam,0.6569764614105225,1.7666070461273193
