reference,whisper_large_v3_prediction,whisper_large_v3_process_time
daripada tindak balas sosial,daripada tindak balas sosial,3.2194976806640625
daripada segi tindak balas sosial,daripada segi tindak balas sosial,3.264416217803955
dia hilang tumpuan dan kurang mimik muka dia macam kalau orang cakap kan kalau macam contoh kita cakap pasal benda-benda yang seram ke apa ke,dia hilang tumpuan dan kurang mimik muka dia macam kalau orang cakap kan kalau macam contoh kita cakap pasal benda-benda yang seram ke apa ke,10.668686628341675
dia macam kalau orang normal dia akan cakap dia macam buat muka macam takut ke apa tapi kalau orang yang ada autism ni dia macam,dia macam kalau orang normal dia akan cakap dia macam buat muka macam takut ke apa tapi kalau orang yang ada autism ni dia macam,6.980438709259033
macam tak ada perasaan macam,macam tak ada perasaan macam,3.223449468612671
macam dengar macam oh macam tu ha dia macam ha dia macam tak ada tak ada reaksi muka lah,macam dengar macam oh macam tu ah dia macam ah dia macam tak ada tak ada reaksi muka lah,6.038078784942627
selain tu tiada kesedaran perasaan terhadap orang lain hm kalau macam orang cakap-cakap pasal dia kalau orang kutuk dia macam cakap,selain tu tiada kesedaran perasaan terhadap orang lain hm kalau macam orang cakap-cakap pasal dia kalau orang kutuk dia macam cakap,9.960240840911865
eh kau ni dah lah pendek ke apa ke ha dia macam tak ada dia macam tak terasa dia macam tak ada perasaan macam tu lah,eh kau ni dah lah pendek ke apa ke ah dia macam tak ada dia macam tak terasa dia macam tak ada perasaan macam tu lah,7.201627969741821
lepas tu suka bersendirian tanpa berkongsi pengalaman dengan orang lain ha macam tak nak cakap dia tak suka,lepas tu suka bersendirian tak bergongsi pengalaman dengan orang lain ah macam tak diaku cakap dia tak suka,8.059873580932617
dia tak suka bergaul dengan orang lah,dia tak suka bergaul dengan orang lah,2.8598763942718506
lepas tu suka bermain sendiri ha dia lebih suka main sendiri macam main sorang-sorang main Lego sorang-sorang ke,lepas tu suka bermain sendiri yang ada lebih suka main sendiri macam main sorang-sorang main Lego sorang-sorang ke,7.523617267608643
kalau orang besar tu mungkin dia,kalau orang besar tu mungkin dia,2.3930671215057373
main game sorang-sorang ke kan P S O sorang-sorang,main game seorang-seorang ke kan P S O seorang-seorang,4.335925579071045
ha selain daripada tu,ah selain daripada tu,2.2520792484283447
ha okey kal- kalau,ah okey kal-kalau,2.3582956790924072
kalau,kalau,1.4246437549591064
contoh lah,contoh lah,1.747190237045288
tapi tak ada lah,tapi tak jual lah,1.9346749782562256
ah,ah,0.8837766647338867
kita ada orang yang terdekat ada,kita ada orang yang terdekat ada,2.8163442611694336
ada penyakit macam ni,ada penyakit macam ni,2.195685386657715
ah cara nak nak rawat dia,ha cara nak nak rawat dia,2.3169374465942383
kalau biasanya orang akan pergi hospital lah,kalau biasanya orang akan pergi hospital lah,3.5374486446380615
tapi kalau kalau kau macam dia tak nak pergi hospital ke kau cuba untuk ah membaiki kemahiran sosial dia,tapi kalau kalau kau macam dia tak nak pergi hospital ke kau cuba untuk ah membaiki kemahiran sosial dia,6.5736002922058105
ataupun menggalakkan lebih ramai masyarakat mengenal mengenal pasti kelakuan mereka macam contoh kalau macam,ataupun menggalakkan lebih ramai masyarakat mengenal mengenal pasti kelakuan mereka macam contoh kalau macam,8.25173830986023
okey kalau contoh ah pukul satu hingga pukul dua ni dia [UNK] ah dia punya,okey kalau contoh ah pukul satu hingga pukul dua ni dia ah ah dia punya,5.574824333190918
tingkahlaku akan jadi macam agresif macam suka marah marah suka lompat lompat ke apa ke ah so,tingkal aku akan jadi macam agresif macam suka marah-marah suka lompat-lompat ke apa ke ah so,8.134169578552246
kau suruh orang-orang yang lain tu macam,kau suruh orang-orang yang lain tu macam,3.0959055423736572
faham dia ah macam lebih mengenali dia lah macam okey pukul ni pukul ni jangan kacau dia sebab,faham dia ah macam lebih mengenali dia lah macam okey pukul ni pukul ni jangan kacau dia sebab,7.686884164810181
nanti dia akan jadi buas ke jadi agresif macam tu lah,nanti dia akan jadi buas ke jadi agresif macam tu lah,4.451461553573608
ah ah,ah ah,1.151749849319458
selain daripada tu juga membantu keluarga mengendalikan masalah ini,selain daripada tu juga membantu keluarga mengendalikan masalah ini,4.521963596343994
dengan jayanya ah so,dengan jayanya ah so,2.5042521953582764
kalau macam contoh,kalau macam contoh,2.4172260761260986
ah ada orang terdekat dengan kita yang ada masalah tu,ah ada orang terdekat dengan kita yang ada masalah tu,3.7742671966552734
kita ni,kita ni,1.3421754837036133
tolonglah ah famili dia ke keluarga dia untuk,tolong lah ah family dia ke keluarga dia untuk,3.305143117904663
untuk rawat benda ni,untuk rawat benda ni,2.2620155811309814
macam contoh kita bagi sokongan dekat dia ke bagi nasihat dekat budak tu ke kan,macam contoh kita bagi sokongan dekat dia ke bagi nasihat dekat budak tu ke kan,7.171709299087524
em,um,0.9231884479522705
so tu je lah aku rasa yang aku boleh,so tu je lah aku rasa yang aku boleh,2.557847261428833
ceritakan dekat kau,ceritakan dekat kau,1.9416887760162354
cam aku boleh kongsikan dengan kau,aku boleh kongsikan dengan kau,2.4878740310668945
ah ah pasal kesihatan,ha ah pasal kesihatan,2.802164077758789
kalau apa-apa apa-apa yang,kalau apa-apa apa-apa yang,2.6082663536071777
pasal kesihatan yang aku tau aku akan kongsi lagi dengan kau okey,pasal kesihatan yang aku tahu aku akan kongsi lagi dengan kau okey,4.4937238693237305
okey,okey,1.1576213836669922
bye bye,bye bye,1.1271626949310303
hai Yulaiha,hai Yulaiha,2.2912306785583496
sihat walafiat,sihat walafiat,2.159470558166504
hm,hm,0.9108328819274902
ha ah weh,ha ah weh,1.5256962776184082
ei penyakit apa tu,i penyakit apa tu,2.1786811351776123
oh penyakit bahaya,oh penyakit bahaya,2.1552953720092773
ah yang ni kan corona virus,ha ni kan Corona Virus,1.7340188026428223
ya weh,yu-bei,1.6153011322021484
dah selamat lah ha ah,dah selamat lah ha ha,2.6579744815826416
tapi untunglah kita,tapi untunglah kita,1.9612245559692383
Malaysia sikit je kan orang yang terkena dengan orang yang mati,Malaysia sikit je kan orang yang terkena dengan orang yang mati,4.48589301109314
tak ramai,tak ramai,1.3460237979888916
kalau macam negara-negara yang besar-besar tu yang America,kalau macam negara-negara yang besar-besar tu yang Amerika,5.009678363800049
Russia Itali tu semua,Russia Itali tu semua,2.0192642211914062
kena ramai orang kena en,kena ramai orang kena kan,2.4024786949157715
hm,hm,0.930344820022583
ya weh,ya weh,1.3180480003356934
dia orang tak buat ni ke P K P ke,dia orang tak buat ni ke P K P ke,3.0277326107025146
selfish,selfish,1.359196424484253
pentingkan diri sendiri [UNK],pentingkan diri sendiri lah,3.0286166667938232
dia,dia,1.1669554710388184
ha ah,ha ah,1.1043951511383057
macam mana boleh datang denggi,macam mana boleh datang denggi,2.384464740753174
nyamuk,nama,1.1123168468475342
ha ah,ha,0.8955526351928711
hm,hm,0.8942840099334717
aku pun pernah lah kena nyamuk gigit aku selalu tapi jarang ah kena denggi,aku pun pernah lah kena nyamuk gigi aku selalu tapi jarang lah kena denggi,6.525888919830322
ha ah,em,0.9444789886474609
kau pernah kena denggi,kau pernah kena denggi,2.1727774143218994
habis kau masuk hospital ke,habis kau masuk hospital ke,1.9681956768035889
oh,oh,0.8745977878570557
ha ah,hm um,1.1037325859069824
hm,hm,0.9086594581604004
hm,hm,0.8934769630432129
oh ha ah,oh ah,1.1395742893218994
habis kau dapat,habis kau dapat,2.006451368331909
dapat rawatan dia,dapat rawatan dia,2.3516674041748047
dia ambik darah kau ke,dia ambil darah kau ke,2.407527208328247
aku pun pernah kenalah dulu kecik,aku pun pernah kenalah dulu kecik,2.6064321994781494
aku kena demam panas teruk,aku kena demam panas teruk,2.6252760887145996
masa tu aku muntah-muntah,pas tu aku muntah muntah,2.836582899093628
aku muntah-muntah sampai aku jadi kurus kurus gila,aku muntah-muntah sampai aku jadi kurus kurus gila,5.24001145362854
aku muntah je ha,aku muntah je ha,1.9831829071044922
tak makan tak apa,tak makan tak apa,1.522705316543579
mak aku pun kasi aku setiap hari makan bubur je,mak aku pun kasi aku setiap hari makan bubur je,3.651402235031128
nasi aku tak makan langsung weh,nasi aku tak makan langsung weh,3.4851796627044678
ya wei,niui,1.4300401210784912
lagi-lagi kalau yang,lagi-lagi kalau yang,2.1661434173583984
ada orang pernah buat jolok tu jolok ke dalam,ada orang pernah buat jolok jolok ke dalam,3.2452893257141113
tekak ah,tekak ni,1.352757215499878
um ah,hm ah,1.1139636039733887
sakit gila,sakit gila,1.7418413162231445
aku tengok jugalah artis buat,aku tengok jugalah artis buat,3.2445125579833984
yang check [UNK] Corona virus tu,yang check tu kan corona virus tu,2.4169819355010986
dia dia macam,dia dia macam,1.5354604721069336
betul-betul sakit wei macam nak,betul-betul sakit wei macam nak,3.0163466930389404
eh nak apa,em nak apa,1.3424859046936035
tekak ni rasa macam nak,tekak dia macam nak,1.7387948036193848
nak [UNK],ha nak kata kopi kan,2.612231731414795
seriuslah Yuyu,serius lah yoyo,2.4543514251708984
serius lah,serius lah,1.3840556144714355
geli wei,geli weh,1.5177807807922363
ah kahak,ha kahak,1.3150269985198975
ah ah,ha ah,1.1000614166259766
kau kan tak suka muntah,kau tak suka muntah,2.138340711593628
sebab,sobong,1.327477216720581
dia nak ambil belah belah-belah dalam sampai ke perut tu kan,dia nak ambil bela-bela dalam sampai ke parut tu kan,5.462265729904175
sakit doh,sakit tu,1.5713472366333008
aku pun paling tak suka,aku pun paling tak suka,1.7121124267578125
aku tak suka ni ambil darah,aku tak suka ni ambil darah,2.35980224609375
dengan cucuk,dan cucut,1.3472638130187988
cucuk darah,cucuk darah,1.696019172668457
aku tak suka macam pening,aku tak suka macam pening,2.43022084236145
pening wei,pening wei,2.08622145652771
kena cucuk wei,dia terus cucuk wei,2.1401350498199463
aku pernah kena,aku pun pernah kena,1.7433133125305176
masa aku kena demam tu lah ambil darah banyak kali,masa aku kena demam tu lah ambil darah banyak kali,3.8296196460723877
cucuk darah ambil darah cucuk darah ambil darah,cucuk darah ambil darah cucuk darah ambil darah,5.365363359451294
kau pengsan,kau pengsan,1.7464649677276611
hei aku memanglah tak suka darah tapi aku tak adalah sampai pengsan,hei aku memang tak suka darah tapi aku tak adalah sampai pingsan,3.877695322036743
aku just pening je,aku just pening je,1.7811157703399658
sama ah,sama,0.8866093158721924
yang,yang,0.8785934448242188
aku pernah ke jugaklah kena,aku pernah juga juga lah kena,2.397327423095703
yang masa doktor check gigi aku lepas tu kena macam,yang masa doktor check gigi aku lepas tu kena macam,4.59604549407959
dia kata ada kuman kat dalaman lepas tu dia,dia kata ada kuman kat dalaman lepas tu dia,3.704019784927368
dia guna laser tu lepas tu [UNK] kat dalam,dia guna laser tu lepas tu z z kat dalam,3.4809889793395996
gigi U,gigi you,1.3424723148345947
lepas tu nak buang balik,lepas tu nak buang balik,3.1928930282592773
rasa dia mengeliat wei kat dalam mulut aku,rasa dia mengeliat eh kat dalam mulut aku,3.249746084213257
sakit ah,sakit lah,1.531693458557129
ah ah,ah ah,1.1073658466339111
ya wei,ya weh,1.285872459411621
tak boleh makan tu tak boleh makan ni,tak boleh makan tu tak boleh makan ni,2.3633270263671875
um ah,ha ah,1.303987979888916
aku melalak,aku pun tak nak,2.0648276805877686
tu la,betul lah,1.6277058124542236
orang orang tua-tua cakap kena jaga,orang orang tua-tua cakap kena jaga,3.2265560626983643
pemakananlah masa muda,pemakanan masa muda,2.204996347427368
supaya tak kena darah tinggi,supaya tak kena darah tinggi,2.8465540409088135
ah,ah,0.9166915416717529
apa lagi,ambil lagi,1.646008014678955
ah dia macam ah penyakit,ha dia macam mahal penyakit,3.4280362129211426
ha obesiti,ha obesiti,1.3617360591888428
em em,hm,0.8820738792419434
hm ya weh,ya weh,1.3200087547302246
dah tu makanan semua sedap,dah tu makanan semua sedap,2.1687426567077637
nak buat macam mana,nak buat macam mana,1.5747737884521484
takkan aku nak halang kan,takkan aku nak halang kan,2.1932029724121094
hm,hm,1.15163254737854
ha ah,ha ah,1.4728803634643555
hm,hm,1.2198820114135742
ha ah,ha ah,1.0955376625061035
betul juga kan em aku ada sekali kena,betul kan em aku ada sekali kena,2.570314645767212
suhu aku tiga tujuh,suhu aku tiga tujuh,2.5835137367248535
time tu aku berdebar,time tu aku berdebar,1.9852023124694824
suhu aku tiga tujuh,suhu aku tiga tujuh,2.9549882411956787
em time tu aku berdebar la,ha time tu aku debah lah,3.0063815116882324
sebab sebab first time suhu aku [UNK] tiga tujuh,sebab sebab first time suhu aku tujuh tiga tujuh,4.302109479904175
kau pernah kena ke suhu kau tinggi,kau pernah kena jujur suhu kau tinggi,3.482085704803467
suhu kau tinggi,suhu kau tinggi,1.9786944389343262
suhu tinggi,suhu tinggi,2.2578253746032715
ah,ah,1.2610845565795898
paling tinggi,paling tinggi,1.677184820175171
ha ah,ha ah,1.0913078784942627
wow,wow,0.8770101070404053
kau tak kena tahan pula,kau tak kena tahan pula,2.605419874191284
oh maknanya benda tu dah rosaklah,oh maknanya benda tu dah rosak lah,3.0461888313293457
tapi kan,tapikan,1.3513858318328857
pasal Covid nineteen ni,pasal Covid nineteen ni,2.271497964859009
semua negara kan dia kena kan,semua negara kan kena kan,2.8711540699005127
negara apa eh tak kena,nggan apa eh tak kena,2.178483009338379
semua kena kan,semua kena kan,1.7259101867675781
ha,ha,0.8703098297119141
tapi ada yang menipu tau,tapi ada yang menipu tau,2.3456294536590576
ada yang menipu,ada yang menipu,1.771378993988037
ada yang cakap yang sebenarnya negara dia ramai je orang kena,ada yang cakap yang sebenarnya negara dia ramai je orang kena,5.191758155822754
tapi,tapi,1.1557929515838623
dia tipu dia kata sikit hm,dia tipu dia kata sikit hm,2.8081908226013184
ha ah,ha ah,1.1286039352416992
ramai je weh,ramai je weh,1.74113130569458
virus apa tu,fine aku tu,1.5289111137390137
nipah,nipah,1.6941163539886475
oh,oh,1.1755928993225098
wow,wow,1.2069509029388428
kat Malaysia ke apa,kat Malaysia ke apa,1.5853888988494873
ha ah,ha ah,1.096153974533081
baguslah,bagus lah,1.299525260925293
hm,nih,1.1055190563201904
aku baru tahu ni,aku baru tahu je,1.5261719226837158
mak kau cerita la,mak kau cerita ah,1.701486349105835
bahaya eh,bahaya eh,1.316279649734497
pokok [UNK] pokok nipah boleh jadi virus,pukut nipah boleh jadi virus,3.3806042671203613
macam mana boleh terjadi,macam mana boleh terjadi,2.0859906673431396
pegang,pegang,1.084653377532959
ha,ah,0.8815877437591553
mungkin,mungkin,1.0921270847320557
ada orang kacau lah pokok nipah tu,ada orang kacau ah pokok nipah tu,3.283994197845459
tu yang menjadi macam tu,tu yang jadi macam tu,1.7725141048431396
ha ah,ha ah,1.382828712463379
ya weh,ui,1.1286180019378662
ni mungkin [UNK],mi- mungkin kan,2.0413949489593506
ah doktor untunglah doktor kat Malaysia ni jenis macam cepat ah cepat buat sesuatu ha cepat bertindak,ha doktor untung lah orang doktor kat Malaysia ni jenis macam cepat ha cepat buat sesuatu ha cepat bertindak,7.366275310516357
hm,hm,0.9505698680877686
Doktor Nor Hishamq,Doktor Noisham,2.160400867462158
aku suka doh dia,aku suka doh dia,2.4015562534332275
memang bagus,memang bagus,1.4385805130004883
aku pun suka,aku pun suka,1.2911131381988525
ah ah ramai orang puji,ha ah ramai orang puji,2.114983558654785
tapi ada je orang tak suka orang cakap eleh Malaysia tu tipu apa semua,tapi ada je orang tak suka orang cakap eh lah Malaysia tu tipu apa semua,4.540767431259155
mesti ada je orang tak suka,mesti ada je orang tak suka,2.612595319747925
okey kau pun,okey kau pun,2.164572238922119
bye,bye,0.8909745216369629
hello,hello,1.106694221496582
ya,ya,0.8902633190155029
em makanan kegemaran kau kau suka makan apa,em makanan kegemaran kau kau suka makan apa,3.212177038192749
em,em,0.9436800479888916
goreng pisang,dua pisang,1.5325663089752197
lepas tu senang cari,lepas tu senang cari,2.5527641773223877
sedapnya,sebentuk ni,2.460108995437622
so apa istimewa,so apa istimewa,1.9878177642822266
makan nasi lemak tu,makan misal mak tu,1.9423017501831055
em,em,0.8815598487854004
kerang ke,kerang ke,1.2899973392486572
oh,oh,0.8863399028778076
em,em,0.8792722225189209
aku suka makan pedas,aku suka makan pedas,1.7215604782104492
